layer_id,neuron_idx,test_activ_l2_norm,test_activ_zero_ratio,test_avg_activ,test_max_activ,test_median_activ,test_min_activ,test_std_activ,test_var_activ
1,0,0.00475124683345636,0.3790235081374322,0.22475359,1.4732239,0.12007686,0.0,0.27262056,0.07432197
1,1,0.004834997373722345,0.3737793851717902,0.23233126,1.6171817,0.13525344,0.0,0.274405,0.0752981
1,2,0.0018305116277491206,0.7878842676311031,0.048118737,1.1388206,0.0,0.0,0.12733562,0.01621436
1,3,0.006503367639579566,0.22766726943942134,0.35598204,1.8479131,0.3046071,0.0,0.3273552,0.10716143
1,4,0.0027434668101195187,0.6311030741410488,0.09711753,1.3769827,0.0,0.0,0.17941666,0.032190338
1,5,0.0035678887669044206,0.5157323688969259,0.14607781,1.3231629,0.0,0.0,0.22148868,0.049057234
1,6,0.004007468818540383,0.44556962025316454,0.18011336,1.4668821,0.056072734,0.0,0.23742345,0.056369897
1,7,0.002147669731816159,0.7227848101265822,0.06421917,1.3796043,0.0,0.0,0.14622909,0.021382945
1,8,0.004430769839295427,0.39945750452079565,0.2070624,1.6947023,0.10139852,0.0,0.25629786,0.06568859
1,9,0.0029051382330399526,0.6338155515370705,0.10233653,1.3157904,0.0,0.0,0.19026162,0.036199484
1,10,0.0031993189944496637,0.5638336347197107,0.12450438,1.3210922,0.0,0.0,0.20273568,0.041101757
1,11,0.0019567884545214137,0.77124773960217,0.053572763,1.055951,0.0,0.0,0.13529392,0.018304443
1,12,0.007884615713605828,0.12061482820976492,0.47346672,2.0731173,0.45040196,0.0,0.3458521,0.11961368
1,13,0.0031742865095086815,0.5625678119349006,0.12303183,1.3382069,0.0,0.0,0.20145465,0.04058398
1,14,0.0067531723657094115,0.19421338155515372,0.38032508,1.7437582,0.3378653,0.0,0.32794875,0.10755038
1,15,0.00099177136343599,0.8938517179023509,0.018156094,0.8587199,0.0,0.0,0.07148232,0.0051097223
1,16,0.003701069298963219,0.5077757685352622,0.15486783,1.4693463,0.0,0.0,0.22752017,0.051765427
1,17,0.0037271565166563064,0.516998191681736,0.15325929,1.3878845,0.0,0.0,0.23093864,0.053332657
1,18,0.00249869965730912,0.681374321880651,0.08146071,1.1718384,0.0,0.0,0.16700512,0.02789071
1,19,0.00579858886829121,0.2810126582278481,0.30000177,1.8262169,0.22763085,0.0,0.30973798,0.09593762
1,20,0.002985601787325702,0.6050632911392405,0.10928218,1.3590649,0.0,0.0,0.1932636,0.037350822
1,21,0.0030725689520672045,0.606509945750452,0.11182484,1.5155416,0.0,0.0,0.19925402,0.039702162
1,22,0.0037846201367231647,0.5057866184448463,0.15782776,1.5087297,0.0,0.0,0.23302045,0.05429853
1,23,0.0037418265454807935,0.47124773960217,0.1619012,1.6833721,0.029069057,0.0,0.2263073,0.051214997
1,24,0.007543263771650373,0.15479204339963834,0.44074896,1.7022026,0.40797085,0.0,0.34698978,0.12040191
1,25,0.00465425970756986,0.38896925858951176,0.21857965,1.5828296,0.11134619,0.0,0.26835522,0.072014526
1,26,0.0016957013990736784,0.7958408679927668,0.044574026,1.0109115,0.0,0.0,0.1179582,0.013914138
1,27,0.006138226610842493,0.24321880650994576,0.3299796,1.6193143,0.27059233,0.0,0.31539163,0.099471875
1,28,0.007645970873979289,0.14773960216998192,0.44727507,1.928528,0.41882265,0.0,0.3510465,0.123233646
1,29,0.006135375590264043,0.25587703435804704,0.32730666,1.7041829,0.26628554,0.0,0.3178604,0.10103524
1,30,0.0039544624618337125,0.47269439421338155,0.17076114,1.6411982,0.026789665,0.0,0.23941079,0.05731753
1,31,0.004122047355334539,0.4528028933092224,0.18198702,1.5572268,0.043384805,0.0,0.24666266,0.06084247
1,32,0.002005921824284531,0.7419529837251356,0.05807867,1.1673328,0.0,0.0,0.13739742,0.01887805
1,33,0.005899062337754648,0.2508137432188065,0.31515527,1.863131,0.2565931,0.0,0.305148,0.0931153
1,34,0.001746921297870105,0.7956600361663653,0.045578957,1.0842824,0.0,0.0,0.12164969,0.014798647
1,35,0.0022098427439684464,0.716998191681736,0.067805044,1.1006279,0.0,0.0,0.14969204,0.022407707
1,36,0.004201686576305203,0.4390596745027125,0.18829931,1.6708856,0.0636896,0.0,0.249341,0.062170934
1,37,0.0029511222356482397,0.6106690777576853,0.107572235,1.500617,0.0,0.0,0.19128424,0.03658966
1,38,0.0030060449086304814,0.586618444846293,0.11386573,1.1839813,0.0,0.0,0.1923678,0.037005372
1,39,0.005775028801309265,0.27450271247739605,0.30269542,1.7064277,0.23892581,0.0,0.30464122,0.092806265
1,40,0.004836107636877684,0.3453887884267631,0.23822641,1.6783426,0.15392397,0.0,0.26941317,0.07258345
1,41,0.0031848000359147193,0.5421338155515371,0.12827224,1.1208824,0.0,0.0,0.19908981,0.039636753
1,42,0.0048812262619598,0.35406871609403257,0.23870368,1.5989963,0.14877725,0.0,0.27346,0.074780375
1,43,0.003912040337947135,0.4810126582278481,0.16858205,1.479642,0.020904854,0.0,0.23708974,0.056211542
1,44,0.0029308101798914657,0.6188065099457505,0.106283486,1.3790221,0.0,0.0,0.190275,0.036204576
1,45,0.0062553930023910775,0.24249547920433998,0.33610204,1.6693307,0.27215588,0.0,0.32159603,0.103424
1,46,0.006164155515149964,0.2236889692585895,0.3381834,1.8933961,0.28945857,0.0,0.30944198,0.09575435
1,47,0.0062873992092139465,0.22893309222423147,0.34151548,1.7454206,0.28484285,0.0,0.31933647,0.101975776
1,48,0.0031189592578743076,0.5721518987341773,0.12034559,1.4385592,0.0,0.0,0.19827323,0.03931227
1,49,0.002680904050416584,0.6564195298372514,0.09137413,1.3619951,0.0,0.0,0.17718984,0.03139624
1,50,0.005431070379495189,0.30560578661844484,0.27574787,1.4924645,0.18993877,0.0,0.2950914,0.08707892
1,51,0.0015478848117600728,0.8401446654611212,0.034891415,1.1811131,0.0,0.0,0.10969129,0.01203218
1,52,0.0026025199545227384,0.6576853526220615,0.08769344,1.4781749,0.0,0.0,0.17252584,0.029765163
1,53,0.004632232417680902,0.4045207956600362,0.21546929,1.4860202,0.09673211,0.0,0.2687627,0.072233394
1,54,0.0039858847371492855,0.4678119349005425,0.17262557,1.5802968,0.031331927,0.0,0.2409503,0.058057047
1,55,0.004419762057809674,0.41139240506329117,0.20322442,1.6227026,0.08447273,0.0,0.25831082,0.06672448
1,56,0.002606520040556923,0.65750452079566,0.08883005,1.1721684,0.0,0.0,0.17227812,0.02967975
1,57,0.002023860386439732,0.7582278481012659,0.056648962,1.4696454,0.0,0.0,0.139434,0.019441837
1,58,0.006145518684042298,0.2515370705244123,0.3283449,1.7372483,0.26002103,0.0,0.31787318,0.10104335
1,59,0.0023298323908938637,0.6983725135623869,0.07304156,1.2764202,0.0,0.0,0.15710641,0.024682425
1,60,0.003062127856621906,0.5723327305605787,0.11726007,1.3268906,0.0,0.0,0.19519944,0.03810282
1,61,0.0011686319037328792,0.8867992766726944,0.022120303,1.0891852,0.0,0.0,0.08404175,0.0070630163
1,62,0.0020186367345330514,0.745750452079566,0.058605548,1.1377407,0.0,0.0,0.13820113,0.019099554
1,63,0.0032600458017525147,0.5735985533453888,0.12557395,1.4488976,0.0,0.0,0.20737275,0.04300346
1,64,0.002403961857662925,0.6837251356238698,0.07773416,1.1067892,0.0,0.0,0.16098276,0.02591545
1,65,0.0033518061715483017,0.5037974683544304,0.14138655,1.2800664,0.0,0.0,0.20527346,0.0421372
1,66,0.0022105473937436425,0.7367088607594937,0.06537637,1.2432559,0.0,0.0,0.15082566,0.022748383
1,67,0.006755359090905078,0.19674502712477396,0.3797613,1.8351749,0.3344738,0.0,0.32884985,0.10814222
1,68,0.005185106218831233,0.3216998191681736,0.26139775,1.4625345,0.18149504,0.0,0.2834556,0.08034709
1,69,0.004713555830943433,0.38354430379746834,0.22399709,1.6529347,0.12082798,0.0,0.26960835,0.07268867
1,70,0.007232056215917439,0.172875226039783,0.415933,1.8224803,0.38056102,0.0,0.34093004,0.1162333
1,71,0.0023796652367921245,0.6887884267631104,0.07569281,1.4464206,0.0,0.0,0.159956,0.025585918
1,72,0.007243291982474853,0.17450271247739602,0.41160467,2.0205524,0.37121138,0.0,0.34744006,0.120714605
1,73,0.0044328127372976235,0.4142857142857143,0.20335044,1.4554211,0.085639045,0.0,0.25944585,0.06731215
1,74,0.003521530537665645,0.532368896925859,0.14171876,1.4952996,0.0,0.0,0.22021423,0.04849431
1,75,0.007904572167836304,0.10705244122965642,0.48227865,2.0847652,0.46501756,0.0,0.33605692,0.11293425
1,76,0.0048505593380919415,0.3585895117540687,0.23530969,1.4950932,0.14187339,0.0,0.27338392,0.07473877
1,77,0.007320981430964272,0.15949367088607594,0.42535248,2.0587978,0.39175662,0.0,0.33980203,0.115465425
1,78,0.0035986912401416633,0.5184448462929475,0.14878853,1.3289083,0.0,0.0,0.22243804,0.04947868
1,79,0.009426006572371581,0.07269439421338156,0.5922466,2.2068512,0.5783389,0.0,0.3749429,0.14058217
1,80,0.0034522668793662763,0.5206148282097649,0.14244452,1.3007009,0.0,0.0,0.21358116,0.04561691
1,81,0.0016886295504854557,0.8135623869801085,0.042059187,0.9444746,0.0,0.0,0.11832013,0.013999653
1,82,0.004122560235518443,0.4327305605786618,0.18605034,1.3752737,0.06304549,0.0,0.24366039,0.059370387
1,83,0.0037390652013299264,0.5110307414104882,0.15460722,1.31742,0.0,0.0,0.23110469,0.053409375
1,84,0.0006644328722686492,0.9481012658227848,0.008564276,0.817724,0.0,0.0,0.04866198,0.0023679882
1,85,0.004466807691356804,0.4066907775768535,0.2075774,1.5975434,0.092676446,0.0,0.25932264,0.06724824
1,86,0.0025902525641387886,0.6672694394213382,0.087093346,1.3284893,0.0,0.0,0.17180738,0.029517774
1,87,0.003227987168710443,0.5629294755877035,0.12622544,1.2336093,0.0,0.0,0.2041793,0.041689187
1,88,0.0027429073671751385,0.6623869801084991,0.09309246,1.2576594,0.0,0.0,0.18149099,0.03293898
1,89,0.005437829912678889,0.2996383363471971,0.27827454,1.6904927,0.20673141,0.0,0.29340303,0.086085334
1,90,0.0019226201835204637,0.7466546112115733,0.05509011,1.1193901,0.0,0.0,0.13193387,0.017406547
1,91,0.00459163624382364,0.3705244122965642,0.22016294,1.59685,0.122068174,0.0,0.26099414,0.06811794
1,92,0.0026555576979790632,0.645750452079566,0.09295054,1.1451067,0.0,0.0,0.17423458,0.030357689
1,93,0.003923285761965981,0.4448462929475588,0.1759509,1.5969628,0.05324882,0.0,0.23272298,0.054159988
1,94,0.006438505369327815,0.2027124773960217,0.35822472,1.6829773,0.3082833,0.0,0.31767535,0.10091762
1,95,0.0033054589794083056,0.547377938517179,0.13046259,1.3113374,0.0,0.0,0.20832816,0.043400623
1,96,0.007430036934547355,0.17305605786618444,0.4262343,2.093649,0.39110842,0.0,0.3515828,0.12361045
1,97,0.004917846665891126,0.3450271247739602,0.24187846,1.4790747,0.15429881,0.0,0.2742974,0.075239055
1,98,0.004863696589823442,0.3755877034358047,0.23204616,1.4888076,0.1265055,0.0,0.27743423,0.07696975
1,99,0.003126607622419085,0.5802893309222423,0.11928032,1.2316227,0.0,0.0,0.19957876,0.03983168
1,100,0.006353695612488345,0.22893309222423147,0.3468203,1.6858857,0.29379642,0.0,0.32087183,0.10295874
1,101,0.0024335074812766658,0.6779385171790235,0.07967023,1.4553466,0.0,0.0,0.16248411,0.026401088
1,102,0.0011840996216261797,0.8759493670886076,0.023806166,0.85065126,0.0,0.0,0.08477521,0.0071868356
1,103,0.008740273004845728,0.09294755877034358,0.5394284,2.1078556,0.52322596,0.0,0.36258358,0.13146685
1,104,0.003404159269970968,0.547739602169982,0.13418813,1.440258,0.0,0.0,0.21465519,0.046076853
1,105,0.004162043042036336,0.43182640144665463,0.18878467,1.5635899,0.07268169,0.0,0.2452638,0.06015433
1,106,0.002477460830164214,0.6490054249547921,0.084665194,1.1987299,0.0,0.0,0.16362734,0.026773905
1,107,0.0024743773406927234,0.6869801084990959,0.080469534,1.2427468,0.0,0.0,0.16547602,0.027382316
1,108,0.0018817015194332405,0.7748643761301989,0.05122327,1.1422272,0.0,0.0,0.13021828,0.016956802
1,109,0.003833419289338869,0.4840867992766727,0.16354921,1.3890451,0.016115185,0.0,0.2334857,0.054515574
1,110,0.00313802205201299,0.567631103074141,0.12111024,1.4722185,0.0,0.0,0.19946735,0.03978722
1,111,0.00388150792872065,0.49168173598553344,0.16595094,1.3470391,0.008893483,0.0,0.23616908,0.055775836
1,112,0.003333976083379542,0.5625678119349006,0.129101,1.3776308,0.0,0.0,0.21166265,0.044801075
1,113,0.0060916693689163515,0.24520795660036165,0.32920605,1.6506892,0.27431154,0.0,0.31118008,0.09683305
1,114,0.003263572499721865,0.5528028933092224,0.12872683,1.3908036,0.0,0.0,0.20573992,0.042328913
