not_converge,unstable_loss,nan_loss,test_not_well,test_turn_bad,sc_accuracy,died_relu,vanish_gradient,explode_gradient,nan_gradient,large_weight,nan_weight,weight_change_little,decrease_acc,increase_loss,cons_mean_weight,cons_std_weight,nan_acc
False,False,0,0,0,False,1,0,False,False,0,False,0,0,0,0,1,0,0.5531491637229919,0.5,0.46200427412986755,0.5
False,False,0,0,0,False,2,0,False,False,0,False,0,0,0,0,2,0,0.4239102005958557,0.5,0.4306509792804718,0.5
False,False,0,0,0,False,3,0,False,False,0,False,0,0,0,0,3,0,0.40593579411506653,0.5,0.42712512612342834,0.5
False,False,0,0,0,False,4,0,False,False,0,False,0,0,0,0,4,0,0.3516029119491577,0.5,0.483802855014801,0.5
False,False,0,0,0,False,5,0,False,False,0,False,0,0,0,0,5,0,0.34951266646385193,0.5,0.5202850103378296,0.5
False,False,0,0,0,False,6,0,False,False,0,False,0,0,0,0,6,0,0.29804861545562744,0.5,0.5294734835624695,0.5
False,False,0,0,0,False,7,0,False,False,0,False,0,0,0,0,7,0,0.2621435225009918,0.5,0.5526214838027954,0.5
False,False,0,0,0,False,8,0,False,False,0,False,0,0,0,0,8,0,0.2331055849790573,0.5,0.5213000178337097,0.5
False,False,0,0,0,False,9,0,False,False,0,False,0,0,0,0,9,0,0.18765835464000702,0.5,0.6079089045524597,0.5
False,False,0,0,0,False,10,0,False,False,0,False,0,0,0,0,10,0,0.1939903348684311,0.5,0.5220981240272522,0.5
False,False,0,0,0,False,11,0,False,False,0,False,0,0,0,0,11,0,0.17298971116542816,0.5,0.6245333552360535,0.5
False,False,0,0,0,False,12,0,False,False,0,False,0,0,0,0,12,0,0.1687166690826416,0.5,0.5680485367774963,0.5
False,False,0,0,0,False,13,0,False,False,0,False,0,0,0,0,13,0,0.1364104002714157,0.5,0.9809012413024902,0.5
False,False,0,0,0,False,14,0,False,False,0,False,0,0,0,0,14,0,0.13471361994743347,0.5,0.5941426157951355,0.5
False,False,0,0,0,False,15,0,False,False,0,False,0,0,0,0,15,0,0.0706222727894783,0.5,1.3811739683151245,0.5
False,False,0,0,0,False,16,0,False,False,0,False,0,0,0,0,16,0,0.17111976444721222,0.5,2.1193807125091553,0.5
False,False,0,0,0,False,17,0,False,False,0,False,0,0,0,0,17,0,0.15688146650791168,0.5,0.713654637336731,0.5
False,False,0,0,0,False,18,0,False,False,0,False,0,0,0,0,18,0,0.047464463859796524,0.5,3.6555395126342773,0.5
False,False,0,0,0,False,19,0,False,False,0,False,0,0,0,0,19,0,0.12671317160129547,0.5,1.3434338569641113,0.5
False,False,0,0,0,False,20,0,False,False,0,False,0,0,0,0,20,0,0.07452093064785004,0.5,0.845077633857727,0.5
False,False,0,0,0,False,21,0,False,False,0,False,0,0,0,0,21,0,0.04207343980669975,0.5,1.667868733406067,0.5
False,False,0,0,0,False,22,0,False,False,0,False,0,0,0,0,22,0,0.045527491718530655,0.5,2.1322569847106934,0.5
False,False,0,0,0,False,23,0,False,False,0,False,0,0,0,0,23,0,0.05326070636510849,0.5,1.9069193601608276,0.5
False,False,0,0,0,False,24,0,False,False,0,False,0,0,0,0,24,0,0.02493252605199814,0.5,2.5048108100891113,0.5
False,False,0,0,0,False,25,0,False,False,0,False,0,0,0,0,25,0,0.010383405722677708,0.5,3.6089417934417725,0.5
False,False,0,0,0,False,26,0,False,False,0,False,0,0,0,0,26,0,0.051868461072444916,0.5,1.5236080884933472,0.5
False,False,0,0,0,False,27,0,False,False,0,False,0,0,0,0,27,0,0.07060962170362473,0.5,1.3949512243270874,0.5
False,False,0,0,0,False,28,0,False,False,0,False,0,0,0,0,28,0,0.049149904400110245,0.5,1.9530233144760132,0.5
False,False,0,0,0,False,29,0,False,False,0,False,0,0,0,0,29,0,0.08125364035367966,0.5,1.0657098293304443,0.5
False,False,0,0,0,False,30,0,False,False,0,False,0,0,0,0,30,0,0.05045321583747864,0.5,1.5063225030899048,0.5
False,False,0,0,0,False,31,0,False,False,0,False,0,0,0,0,31,0,0.05194039270281792,0.5,1.4070781469345093,0.5
False,False,0,0,0,False,32,0,False,False,0,False,0,0,0,0,32,0,0.024832990020513535,0.5,3.476628065109253,0.5
False,False,0,0,0,False,33,0,False,False,0,False,0,0,0,0,33,0,0.0005429265438579023,0.5,4.255724906921387,0.5
False,False,0,0,0,False,34,0,False,False,0,False,0,0,0,0,34,0,5.501041596289724e-05,0.5,4.342900276184082,0.5
False,False,0,0,0,False,35,0,False,False,0,False,0,0,0,0,35,0,3.111798650934361e-05,0.5,4.416204452514648,0.5
False,False,0,0,0,False,36,0,False,False,0,False,0,0,0,0,36,0,1.9775370674324222e-05,0.5,4.482954025268555,0.5
False,False,0,0,0,False,37,0,False,False,0,False,0,0,0,0,37,0,1.3622528967971448e-05,0.5,4.545593738555908,0.5
False,False,0,0,0,False,38,0,False,False,0,False,0,0,0,0,38,0,9.761614819581155e-06,0.5,4.607096195220947,0.5
False,False,0,0,0,False,39,0,False,False,0,False,0,0,0,0,39,0,7.187000392150367e-06,0.5,4.6617255210876465,0.5
False,False,0,0,0,False,40,0,False,False,0,False,0,0,0,0,40,0,5.404266630648635e-06,0.5,4.723419666290283,0.5
False,False,0,0,0,False,41,0,False,False,0,False,0,0,0,0,41,0,4.1195439735020045e-06,0.5,4.781412601470947,0.5
False,False,0,0,0,False,42,0,False,False,0,False,0,0,0,0,42,0,3.193628799635917e-06,0.5,4.838970184326172,0.5
False,False,0,0,0,False,43,0,False,False,0,False,0,0,0,0,43,0,2.5009410364873474e-06,0.5,4.893938064575195,0.5
False,False,0,0,0,False,44,0,False,False,0,False,0,0,0,0,44,0,1.9735928162845084e-06,0.5,4.951035976409912,0.5
False,False,0,0,0,False,45,0,False,False,0,False,0,0,0,0,45,0,1.3882793155062245e-06,0.5,5.037640571594238,0.5
False,False,0,0,0,False,46,0,False,False,0,False,0,0,0,0,46,0,6.049268677088548e-07,0.5,5.139190673828125,0.5
False,False,0,0,0,False,47,0,False,False,0,False,0,0,0,0,47,0,3.0217000812626793e-07,0.5,5.240055561065674,0.5
False,False,0,0,0,False,48,0,False,False,0,False,0,0,0,0,48,0,1.8821025093984645e-07,0.5,5.329041957855225,0.5
False,False,0,0,0,False,49,0,False,False,0,False,0,0,0,0,49,0,1.3283867872360133e-07,0.5,5.422178268432617,0.5
