checktype,current_epoch,issue_list,time_usage,Describe
epoch,0,[],1.7886037826538086,No Issue now
epoch,1,[],2.2926931381225586,No Issue now
epoch,2,[],2.8140499591827393,No Issue now
epoch,3,[],3.315619468688965,No Issue now
epoch,4,[],3.811995029449463,No Issue now
epoch,5,[],4.304447412490845,No Issue now
epoch,6,[],4.794003963470459,No Issue now
epoch,7,[],5.278191328048706,No Issue now
epoch,8,[],5.758433103561401,No Issue now
epoch,9,[],6.252452850341797,No Issue now
epoch,10,[],6.741946220397949,No Issue now
epoch,11,[],7.250645637512207,No Issue now
epoch,12,[],7.799838542938232,No Issue now
epoch,13,[],8.357542037963867,No Issue now
epoch,14,[],8.903055667877197,No Issue now
epoch,15,[],9.45207142829895,No Issue now
epoch,16,[],10.00795841217041,No Issue now
epoch,17,[],10.559835433959961,No Issue now
epoch,18,[],11.112268924713135,No Issue now
epoch,19,[],11.668228149414062,No Issue now
epoch,20,[],12.213212490081787,No Issue now
epoch,21,[],12.776158094406128,No Issue now
epoch,22,[],13.320762872695923,No Issue now
epoch,23,[],13.870221614837646,No Issue now
epoch,24,[],14.421243906021118,No Issue now
epoch,25,[],14.968133926391602,No Issue now
epoch,26,[],15.518916368484497,No Issue now
epoch,27,[],16.076242446899414,No Issue now
epoch,28,[],16.620771169662476,No Issue now
epoch,29,[],17.176549434661865,No Issue now
epoch,30,[],17.71780490875244,No Issue now
epoch,31,[],18.27038264274597,No Issue now
epoch,32,[],18.809509754180908,No Issue now
epoch,33,[],19.3595232963562,No Issue now
