layer_id,neuron_idx,mutant_oper,pass,fail,loss_func,mmt_relat_bias_change,mut_abs_max_weight,mut_avg_abs_weight,mut_avg_weight,mut_avg_weight_change,mut_bias,mut_bias_change,mut_l2_norm_weight,mut_l2_norm_weight_change,mut_max_weight,mut_max_weight_change,mut_min_weight,mut_relat_weight_change
0,420,MATH_BIAS_2,939,1061,function,13326.803015259995,0.06683039665222168,0.03233899548649788,-0.0008241803152486682,-6.467319457748033e-10,-1.0000650882720947,-1.0,0.0013142708612948048,1.4434816335426372e-09,0.06122756004333496,8.754432201385498e-08,-0.06683039665222168,1.0983028689805274e-06
0,420,MATH_BIAS_3,939,1061,function,0.0006866109626648251,0.06683039665222168,0.03233899548649788,-0.0008241803152486682,-6.467319457748033e-10,-6.508827209472656e-05,-5.152105586603284e-08,0.0013142708612948048,1.4434816335426372e-09,0.06122756004333496,8.754432201385498e-08,-0.06683039665222168,1.0983028689805274e-06
0,420,MATH_BIAS_4,939,1061,function,0.8681051917727297,0.06683039665222168,0.03233899548649788,-0.0008241803152486682,-6.467319457748033e-10,-0.00013017654418945312,-6.51397931505926e-05,0.0013142708612948048,1.4434816335426372e-09,0.06122756004333496,8.754432201385498e-08,-0.06683039665222168,1.0983028689805274e-06
0,421,MATH_WEIGHT_1,939,1061,function,0.0,1.0644773244857788,0.9993759393692017,0.9993759393692017,1.0,4.36763402831275e-05,0.0,0.03571371642910704,0.03571428571428571,1.0644773244857788,1.0,0.9369698166847229,28.67330420804203
0,421,MATH_WEIGHT_2,939,1061,function,0.0,1.0630302429199219,1.0006240606307983,-1.0006240606307983,-1.0,4.36763402831275e-05,0.0,0.03575826421075938,0.03571428571428571,-0.9355226755142212,-0.9999999403953552,-1.0630302429199219,28.67330420804203
0,421,MATH_WEIGHT_3,939,1061,function,0.0,0.12895464897155762,0.06020718067884445,-0.0012481233570724726,-0.0006240617949515581,4.36763402831275e-05,0.0,0.0024910920432635714,0.0012455460216317857,0.12895464897155762,0.06447730213403702,-0.12606048583984375,0.9999897595342114
0,421,MATH_WEIGHT_4,939,1061,function,0.0,0.032238662242889404,0.015051795169711113,-0.00031203083926811814,0.0003120307228527963,4.36763402831275e-05,0.0,0.0006227730108158929,0.0006227730108158929,0.032238662242889404,0.031515054404735565,-0.03151512145996094,0.4999948797671057
0,421,MATH_BIAS_1,939,1061,function,18630.18110252373,0.06447732448577881,0.030103590339422226,-0.0006240616785362363,-1.0834616537280795e-10,1.0000436305999756,0.9999999403953552,0.0012455460216317857,1.4324741664959406e-09,0.06447732448577881,8.847564458847046e-08,-0.06303024291992188,1.1500654912907876e-06
0,421,MATH_BIAS_2,939,1061,function,18630.182212969125,0.06447732448577881,0.030103590339422226,-0.0006240616785362363,-1.0834616537280795e-10,-0.9999563694000244,-1.0,0.0012455460216317857,1.4324741664959406e-09,0.06447732448577881,8.847564458847046e-08,-0.06303024291992188,1.1500654912907876e-06
0,421,MATH_BIAS_3,939,1061,function,0.000852150263976585,0.06447732448577881,0.030103590339422226,-0.0006240616785362363,-1.0834616537280795e-10,4.363059997558594e-05,-4.574030754156411e-08,0.0012455460216317857,1.4324741664959406e-09,0.06447732448577881,8.847564458847046e-08,-0.06303024291992188,1.1500654912907876e-06
0,421,MATH_BIAS_4,939,1061,function,0.8119938773423556,0.06447732448577881,0.030103590339422226,-0.0006240616785362363,-1.0834616537280795e-10,8.726119995117188e-05,4.3584859668044373e-05,0.0012455460216317857,1.4324741664959406e-09,0.06447732448577881,8.847564458847046e-08,-0.06303024291992188,1.1500654912907876e-06
0,422,MATH_WEIGHT_1,939,1061,function,0.0,1.0633012056350708,0.999021053314209,0.999021053314209,1.0,1.6836755094118416e-05,0.0,0.03570322114594129,0.03571428571428571,1.0633012056350708,1.0,0.938750147819519,27.333910054498727
0,422,MATH_WEIGHT_2,939,1061,function,0.0,1.061249852180481,1.000978946685791,-1.000978946685791,-1.0,1.6836755094118416e-05,0.0,0.035773102118044485,0.03571428571428571,-0.9366987943649292,-0.9999999403953552,-1.061249852180481,27.333910054498727
0,422,MATH_WEIGHT_3,939,1061,function,0.0,0.1266024112701416,0.06350154429674149,-0.001958015840500593,-0.0009790059411898255,1.6836755094118416e-05,0.0,0.0026131597708682623,0.0013065798854341312,0.1266024112701416,0.0633011907339096,-0.12249970436096191,0.9999902378892662
0,422,MATH_WEIGHT_4,939,1061,function,0.0,0.0316506028175354,0.01587538607418537,-0.0004895039601251483,0.000489506172016263,1.6836755094118416e-05,0.0,0.0006532899427170656,0.0006532899427170656,0.0316506028175354,0.030624903738498688,-0.03062492609024048,0.4999951189446331
0,422,MATH_BIAS_1,939,1061,function,37262.32908907685,0.0633012056350708,0.03175077214837074,-0.0009790079202502966,2.1650652382021462e-09,1.0000168085098267,1.0,0.0013065798854341312,1.4466544243708883e-09,0.0633012056350708,8.568167686462402e-08,-0.06124985218048096,1.1071962136395017e-06
0,422,MATH_BIAS_2,939,1061,function,37262.32908907685,0.0633012056350708,0.03175077214837074,-0.0009790079202502966,2.1650652382021462e-09,-0.9999831914901733,-1.0,0.0013065798854341312,1.4466544243708883e-09,0.0633012056350708,8.568167686462402e-08,-0.06124985218048096,1.1071962136395017e-06
0,422,MATH_BIAS_3,939,1061,function,0.0010524844512386797,0.0633012056350708,0.03175077214837074,-0.0009790079202502966,2.1650652382021462e-09,1.6808509826660156e-05,-2.824526745826006e-08,0.0013065798854341312,1.4466544243708883e-09,0.0633012056350708,8.568167686462402e-08,-0.06124985218048096,1.1071962136395017e-06
0,422,MATH_BIAS_4,939,1061,function,0.6252717402067541,0.0633012056350708,0.03175077214837074,-0.0009790079202502966,2.1650652382021462e-09,3.361701965332031e-05,1.6780264559201896e-05,0.0013065798854341312,1.4466544243708883e-09,0.0633012056350708,8.568167686462402e-08,-0.06124985218048096,1.1071962136395017e-06
0,423,MATH_WEIGHT_1,939,1061,function,0.0,1.0613832473754883,0.9977560043334961,0.9977560043334961,1.0,-7.146139978431165e-05,0.0,0.0356567246573312,0.03571428571428571,1.0613832473754883,1.0,0.9320375919342041,28.092612547158698
0,423,MATH_WEIGHT_2,939,1061,function,0.0,1.067962408065796,1.002243995666504,-1.002243995666504,-1.0,-7.146139978431165e-05,0.0,0.03581690544984779,0.03571428571428571,-0.9386167526245117,-0.9999999403953552,-1.067962408065796,28.092612547158698
